;EventTime;Origin;Destination
585;2022.50952;Eswatini;Curacao
586;2022.68365;Eswatini;Micronesia
587;2022.62732;South Africa;Cambodia
588;2022.10663;South Africa;Brazil
589;2022.60814;Brazil;Greece
590;2022.62184;Brazil;Serbia
591;2022.6739;Brazil;Slovakia
592;2022.6327999999999;Brazil;Turkey
593;2022.74239;Brazil;Poland
594;2022.50403;Brazil;Austria
595;2022.66019;Austria;Serbia
596;2022.69855;Brazil;Kenya
597;2022.43553;Brazil;New Zealand
598;2022.57252;Brazil;China
599;2022.39109;Brazil;Austria
600;2022.41636;Austria;USA
601;2022.6769;Austria;Iran
602;2022.72594;Iran;Liechtenstein
603;2022.67663;Brazil;Greece
604;2022.49307;Brazil;Montenegro
605;2022.50676;Brazil;Ghana
606;2022.53416;Brazil;Venezuela
607;2022.52594;Brazil;Moldova
608;2022.72046;Brazil;Uruguay
609;2022.6985399999999;Brazil;Saint Lucia
610;2022.41898;Brazil;Latvia
611;2022.49062;Latvia;Barbados
612;2022.49581;Brazil;New Zealand
613;2022.63006;Brazil;Angola
614;2022.38932;Brazil;Ghana
615;2022.49581;Ghana;Liechtenstein
616;2022.41762;Ghana;South Korea
617;2022.53143;South Korea;Israel
618;2022.70677;South Korea;Denmark
619;2022.45435;South Korea;Bulgaria
620;2022.7369099999999;Bulgaria;Qatar
621;2022.57253;Bulgaria;Jamaica
622;2022.58623;Bulgaria;Russia
623;2022.6602;Bulgaria;Guinea
624;2022.5506;Brazil;Saint Lucia
625;2022.43553;Brazil;Bulgaria
626;2022.68759;Brazil;Spain
627;2022.57526;Brazil;Norway
628;2022.40569;Brazil;Palau
629;2022.70677;Palau;Mexico
630;2022.52595;Palau;Taiwan
631;2022.38542;Brazil;New Zealand
632;2022.52321;New Zealand;Hong Kong
633;2022.5286899999999;New Zealand;Grenada
634;2022.62458;New Zealand;Latvia
635;2022.67115;New Zealand;The Bahamas
636;2022.60814;New Zealand;Tonga
637;2022.66293;New Zealand;Canada
638;2022.7232;New Zealand;Vietnam
639;2022.60265;New Zealand;France
640;2022.7040299999999;New Zealand;The Bahamas
641;2022.70402;New Zealand;Taiwan
642;2022.6793599999999;New Zealand;Curacao
643;2022.74237;Curacao;Sint Maarten
644;2022.4903299999999;Brazil;Argentina
645;2022.60541;Brazil;Senegal
646;2022.66294;Brazil;Mexico
647;2022.60541;Brazil;Romania
648;2022.68486;Brazil;Guinea
649;2022.54514;Brazil;Trinidad and Tobago
650;2022.5341799999999;Brazil;Georgia
651;2022.52048;Brazil;Venezuela
652;2022.50677;Brazil;Botswana
653;2022.38844;Brazil;Uganda
654;2022.62459;Uganda;Kenya
655;2022.2278099999999;Brazil;Chile
656;2022.3338999999999;Chile;Iceland
657;2022.70678;Iceland;Spain
658;2022.38203;Chile;Cameroon
659;2022.63554;Cameroon;Hong Kong
660;2022.38656;Chile;Colombia
661;2022.60266;Colombia;Costa Rica
662;2022.33916;Chile;Guinea
663;2022.75061;Guinea;Andorra
664;2022.73144;Guinea;United Kingdom
665;2022.55062;Guinea;Slovenia
666;2022.73417;Guinea;Ireland
667;2022.61363;Guinea;Trinidad and Tobago
668;2022.68213;Guinea;Venezuela
669;2022.74788;Guinea;Curacao
670;2022.5972;Guinea;Gambia
671;2022.50866;Guinea;France
672;2022.75884;France;Sint Maarten
673;2022.52063;Guinea;Portugal
674;2022.57134;Portugal;Andorra
675;2022.73418;Andorra;Bermuda
676;2022.45482;Guinea;Denmark
677;2022.7013;Denmark;Belgium
678;2022.54464;Denmark;Bosnia and Herzegovina
679;2022.66021;Bosnia and Herzegovina;France
680;2022.75336;Denmark;Iceland
681;2022.75884;Denmark;Germany
682;2022.7615799999999;Denmark;Belgium
683;2022.54509;Denmark;Russia
684;2022.76157;Russia;Poland
685;2022.69582;Russia;Portugal
686;2022.6739;Russia;Gambia
687;2022.7561;Chile;United Kingdom
688;2022.40358;Chile;Brunei
689;2022.47116;Chile;Mexico
690;2022.4153099999999;Chile;Thailand
691;2022.56978;Thailand;Papua New Guinea
692;2022.52321;Thailand;India
693;2022.67938;Chile;Brazil
694;2022.5095099999999;Chile;Ireland
695;2022.58896;Ireland;United Kingdom
696;2022.3426299999999;Chile;Slovakia
697;2022.43497;Slovakia;Trinidad and Tobago
698;2022.4711499999999;Slovakia;Sweden
699;2022.75882;Slovakia;Mexico
700;2022.51499;Slovakia;Uruguay
701;2022.5615599999999;Slovakia;Tonga
702;2022.48759;Slovakia;Sri Lanka
703;2022.5501299999999;Slovakia;Austria
704;2022.7369099999999;Austria;Serbia
705;2022.6327999999999;Austria;Croatia
706;2022.44759;Slovakia;Denmark
707;2022.60267;Denmark;Czech Republic
708;2022.7040399999998;Denmark;Estonia
709;2022.61363;Denmark;United Kingdom
710;2022.55168;Denmark;Iceland
711;2022.72596;Iceland;Aruba
712;2022.64103;Iceland;Haiti
713;2022.70129;Slovakia;Czech Republic
